2rbp 1.46691 2rbs 1.557 2rbs 269
4dty 1.45001 4dtz 1.55 4dtz LDP
3ztm 0.895202 2yl7 0.895202 2yl7 PCA
3zqy 1.033 2yl1 1.03 2yl1 PCA
4xfg 1.40104 5i0r 1.35001 5i0r DCY
4xfi 1.40002 4xfh 1.34779 4xfh CYS
4n1q 1.65008 6gji 1.5968799999999999 6gji F1E
2rby 1.50024 2rbw 1.4975100000000001 2rbw 275
3zqy 1.033 2ylg 1.01001 2ylg ASC
4r8r 1.46421 4r8s 1.48385 4r8s SFG
5u0f 1.20679 5wex 1.26001 5wex 8JS
6e6y 1.60004 6e6t 1.6 6e6t HVV
5hcl 1.49981 4c67 1.54819 4c67 L5S
5d30 1.69002 6dnj 1.6500099999999998 6dnj H5J
1yxc 1.90002 2ats 1.90002 2ats DLY
3fbo 1.91925 2wi0 1.9500099999999998 2wi0 TRP
4o45 1.87 6d9x 1.82562 6d9x FZM
1sar 1.8331400000000002 2sar 1.8461900000000002 2sar 3GP
1jis 1.9001099999999997 1lzc 1.80015 1lzc NAG
434d 1.16002 464d 1.23322 464d IU
3cfm 1.60007 4tq8 1.5205799999999998 4tq8 7BD
3iju 1.6 1lzb 1.50021 1lzb NAG
4mnt 1.5840299999999998 6afa 1.6500299999999999 6afa ISN
4mnt 1.5840299999999998 6afh 1.65002 6afh 73F
1lzd 1.8002200000000002 1lze 1.80018 1lze NAG
4mnt 1.5840299999999998 6aff 1.60004 6aff 72U
4mnt 1.5840299999999998 6af5 1.6500299999999999 6af5 ISN
4mnt 1.5840299999999998 6afg 1.5 6afg 72V
3tfi 1.59595 3tfj 1.60004 3tfj THG
4bte 1.37845 6afc 1.45003 6afc 72R
4bte 1.37845 6af9 1.39001 6af9 ISN
4htn 1.30007 5nbj 1.26603 5nbj RE
3do0 1.36101 3fgd 1.3297700000000001 3fgd BYA
4mnt 1.5840299999999998 6afe 1.50004 6afe 72T
2pkv 1.6005200000000002 5tgp 1.601 5tgp US3
1dp0 1.6999799999999998 1jz3 1.74996 1jz3 2DG
4mnt 1.5840299999999998 6afi 1.65 6afi 73D
4mnt 1.5840299999999998 6afl 1.60007 6afl 73H
1c21 1.8 1c22 1.75005 1c22 MF3
2mat 1.9114400000000002 1c27 1.95002 1c27 NLP
5nja 1.4 5njb 1.49443 5njb BB2
3kel 1.80003 3uwm 1.80005 3uwm 0K2
4pc1 1.89556 4pc3 1.83135 4pc3 GDP
3rt5 1.75005 3ems 1.65168 3ems ARG
3rt5 1.75005 3a34 1.65104 3a34 ARG
7a3h 0.952722 1w3l 1.03871 1w3l OXZ
1q9a 1.03995 4y27 0.998259 4y27 OMG
4q7p 1.65005 3v2j 1.6994200000000002 3v2j AZM
5p87 1.34917 5lwr 1.24925 5lwr 7B2
3fke 1.4 4ibg 1.41324 4ibg 1D6
5p2f 1.79722 3pbd 1.69965 3pbd F05
4q9y 1.55 3v2m 1.47146 3v2m AZM
5p0d 1.8485 3pb5 1.89915 3pb5 F63
5p15 1.4096600000000001 4kup 1.31057 4kup 1TZ
5p2q 1.35 4lbt 1.25051 4lbt 1TZ
5p4x 1.57627 3pbz 1.47851 3pbz F02
5p2q 1.35 3pcw 1.25058 3pcw FBF
3fke 1.4 4ibi 1.47345 4ibi 1D8
5p56 1.4989 3pld 1.39899 3pld F90
5oz1 1.4783899999999999 3pmy 1.3795 3pmy 41L
5p7w 1.34968 4y3x 1.2497200000000002 4y3x 46P
5p2k 1.82161 3pll 1.7334 3pll F06
5oz3 1.7540200000000001 3pm4 1.6644599999999998 3pm4 F5N
5p2k 1.82161 4lhh 1.72602 4lhh 1TZ
5p2q 1.35 3t7x 1.2686899999999999 3t7x 4SH
5ozl 1.73987 3pi0 1.64115 3pi0 F91
5p0d 1.8485 3pgi 1.90073 3pgi F41
5p3v 1.46783 5is4 1.3679 5is4 6LY
5p5c 1.33946 5j25 1.23976 5j25 47K
5p16 1.6397400000000002 4y3p 1.5455299999999998 4y3p 46S
5p7t 1.45902 5hct 1.35911 5hct 61P
5p2e 1.52728 3pmu 1.42936 3pmu F7L
5p5u 1.3991 4y4e 1.29921 4y4e 46R
5p1h 1.52811 3psy 1.43002 3psy RB9
5oz0 1.44875 3t7p 1.34877 3t7p 7SP
5p1a 1.40036 4y4t 1.30122 4y4t 46X
5p1e 1.58907 3pcz 1.4942 3pcz BAM
5p0d 1.8485 4y4u 1.7540200000000001 4y4u 46V
5p2c 1.7491700000000001 5isj 1.6506299999999998 5isj 6LE
5p37 1.41931 3t6i 1.32002 3t6i NC8
5p6w 1.6083100000000001 4y3m 1.54934 4y3m 45Y
5p52 1.26954 4y3q 1.1698899999999999 4y3q F02
5p5j 1.16911 5lwt 1.0694299999999999 5lwt 7B3
5oz3 1.7540200000000001 4y37 1.6866599999999998 4y37 45J
5p1n 1.51613 4y3t 1.41619 4y3t 46H
5ozq 1.50286 4y41 1.40319 4y41 46O
5p12 1.54885 4y4w 1.45078 4y4w 46W
5p3e 1.1695799999999998 4yck 1.06959 4yck 78B
5p52 1.26954 4y3a 1.16977 4y3a 45O
5p12 1.54885 4y35 1.45699 4y35 F90
5p0v 1.3998700000000002 3t7q 1.30006 3t7q RB4
5oyq 1.49035 5dr0 1.3986399999999999 5dr0 5GC
5p85 1.22908 4y3r 1.12932 4y3r F06
5p6c 1.3392600000000001 4y44 1.23942 4y44 46Y
5p0s 1.1998799999999998 4y4b 1.1079299999999999 4y4b 47H
5p1b 1.3777 4y4a 1.278 4y4a 47G
5p0t 1.1294799999999998 5lws 1.02969 5lws 7B2
5p1w 1.22953 4y3g 1.13026 4y3g 463
5p56 1.4989 4yd7 1.3991 4yd7 F5N
5p0y 1.3198 4y3h 1.2279 4y3h 45X
5p1e 1.58907 5dr4 1.4989 5dr4 5GQ
5p5q 1.28399 4y47 1.18804 4y47 479
5p04 1.6693099999999998 5oje 1.57923 5oje VSK
5p5k 1.25898 4y3l 1.15906 4y3l TP5
5p5b 1.20927 4y3z 1.11754 4y3z F41
5p5q 1.28399 4y5c 1.18736 4y5c 47V
5p1h 1.52811 4y5k 1.43874 4y5k 489
5p86 1.32956 4y5b 1.23801 4y5b 47P
5p22 1.30914 4yd5 1.20927 4yd5 4AV
5p0t 1.1294799999999998 4y4j 1.02979 4y4j LNR
5oz8 1.5597299999999998 4y5g 1.46897 4y5g 47U
5p0s 1.1998799999999998 4y3s 1.09989 4y3s 46L
5p1e 1.58907 4y57 1.4895100000000001 4y57 F63
5p4g 1.15906 4y45 1.0596700000000001 4y45 F91
5p1r 1.32883 4y5p 1.22908 4y5p 483
5p0d 1.8485 5og7 1.82296 5og7 FLK
5p4p 1.56904 4y43 1.47607 4y43 46T
5p2n 1.54879 5dr1 1.4488299999999998 5dr1 5GJ
5p8m 1.19935 4y38 1.09955 4y38 0A9
5p7w 1.34968 4y3e 1.24983 4y3e F05
5ozc 1.70888 4y54 1.60931 4y54 47E
5ozp 1.48961 3wz8 1.45002 3wz8 IXV
5p00 1.50824 5dr8 1.40893 5dr8 5G1
5p86 1.32956 5dr7 1.23397 5dr7 5HJ
5p2d 1.29921 4zea 1.19933 4zea IMI
5p8f 1.2694299999999998 4y58 1.16947 4y58 47L
5p06 1.31894 3pww 1.21896 3pww ROC
5p6d 1.43874 4y3n 1.3392600000000001 4y3n 45V
5p0p 1.29958 4y39 1.1998799999999998 4y39 45M
5p04 1.6693099999999998 4y3w 1.5786 4y3w 46Q
5p3x 1.42034 4l6b 1.3280100000000001 4l6b 1VS
5p4q 1.58714 5dq1 1.48854 5dq1 5HL
5p1h 1.52811 4y4g 1.43933 4y4g GGB
5oyu 1.24983 5dq4 1.1498899999999999 5dq4 5HQ
5p6c 1.3392600000000001 5dr3 1.23927 5dr3 5GL
5p11 1.37958 4y5n 1.2890000000000001 4y5n 487
5p6r 1.26878 5hco 1.1689200000000002 5hco 601
5p4y 1.40774 4y3j 1.30803 4y3j HIC
5ozi 1.4999 3wz6 1.40392 3wz6 IXZ
5p11 1.37958 4y5m 1.27959 4y5m 47Y
5p1u 1.49938 4y3f 1.3998700000000002 4y3f 78B
5p1j 1.36889 4yd4 1.26954 4yd4 4AY
5p8v 1.57879 4y3d 1.48161 4y3d 45N
5p5b 1.20927 4y5e 1.11589 4y5e 47T
5p5n 1.6887299999999998 4y36 1.589 4y36 45L
5oz1 1.4783899999999999 3prs 1.37883 3prs RIT
5p37 1.41931 4y50 1.3198 4y50 6am8
2vx1 1.6500099999999998 2vwz 1.6501 2vwz 7X6
5p23 1.7135 4y53 1.61927 4y53 47B
5p0w 1.26949 4ze6 1.16949 4ze6 011
5p2b 1.70003 4y51 1.6031600000000001 4y51 47A
5oz3 1.7540200000000001 4y4x 1.6693099999999998 4y4x 47Q
5p0d 1.8485 3wz7 1.9004900000000002 3wz7 IXY
2vx1 1.6500099999999998 2vwx 1.6500299999999999 2vwx 7X4
4gcb 1.7995599999999998 4dd3 1.6998400000000002 4dd3 MEB
5p1j 1.36889 4y4d 1.2694 4y4d CFF
5onp 1.26732 5m9w 1.21207 5m9w 7GR
2y5f 1.29 2jkh 1.2506899999999999 2jkh BI7
1tgc 1.7973 2zdl 1.8002 2zdl 45U
1tgc 1.7973 2zft 1.75832 2zft 10U
6bvh 1.92701 2zhd 1.9397799999999998 2zhd 12U
2tga 1.7024400000000002 2zdk 1.66973 2zdk 50U
3o5p 0.950049 4drq 1.0025600000000001 4drq 0OS
2y5f 1.29 2y5h 1.3300100000000001 2y5h Y5H
2tga 1.7024400000000002 2zq1 1.68177 2zq1 11U
2y5f 1.29 2y5g 1.29 2y5g FJD
2q1r 1.12001 4rby 1.19197 4rby 2SG
1zal 1.67629 1zai 1.62944 1zai 2FP
4q7s 1.8002599999999997 3rz8 1.70118 3rz8 RZ8
1zah 1.79462 1zaj 1.7511400000000001 1zaj M2P
2cbb 1.6775900000000001 3rz5 1.6500599999999999 3rz5 RZ5
4q7s 1.8002599999999997 3rz7 1.7971599999999999 3rz7 RZ7
1d7h 1.7930599999999999 1d7j 1.69885 1d7j BUQ
3kok 1.39809 3ryz 1.3713899999999999 3ryz RYZ
4ygn 1.22908 3ryy 1.16082 3ryy RYY
2by5 1.3000200000000002 4abb 1.25003 4abb K9S
2by6 1.3000200000000002 4abb 1.25003 4abb K9S
2by9 1.3000200000000002 4abb 1.25003 4abb K9S
2by5 1.3000200000000002 4ab9 1.20003 4ab9 VXQ
2by6 1.3000200000000002 4ab9 1.20003 4ab9 VXQ
2by9 1.3000200000000002 4ab9 1.20003 4ab9 VXQ
2by5 1.3000200000000002 4aba 1.25005 4aba SW1
2by6 1.3000200000000002 4aba 1.25005 4aba SW1
2by9 1.3000200000000002 4aba 1.25005 4aba SW1
5tqz 1.6 5m6o 1.6999799999999998 5m6o MAN
3s76 1.60101 3rz1 1.50986 3rz1 RZ1
2by5 1.3000200000000002 4abf 1.30182 4abf 513
2by6 1.3000200000000002 4abf 1.30182 4abf 513
2by9 1.3000200000000002 4abf 1.30182 4abf 513
4d4y 1.8000200000000002 4d5h 1.7500200000000001 4d5h 9RM
4qsu 1.9001 4tyl 1.84953 4tyl COA
4ipc 1.22 4o0a 1.20001 4o0a 2P9
2by5 1.3000200000000002 4abe 1.3 4abe 913
2by6 1.3000200000000002 4abe 1.3 4abe 913
2by9 1.3000200000000002 4abe 1.3 4abe 913
4ihm 1.28999 4iav 1.34999 4iav CXA
2vjk 1.9700099999999998 2vjm 1.88537 2vjm COA
1xza 1.8512400000000002 1xzc 1.77647 1xzc PMB
2by5 1.3000200000000002 4abd 1.25003 4abd SW2
2by6 1.3000200000000002 4abd 1.25003 4abd SW2
2by9 1.3000200000000002 4abd 1.25003 4abd SW2
3zsl 1.07994 4bli 1.08004 4bli GMK
6exy 1.09995 6qls 1.04663 6qls HRK
6exy 1.09995 6qls 1.04663 6qls HRK
6exy 1.09995 6qlu 1.083 6qlu J62
6exy 1.09995 6qlu 1.083 6qlu J62
5p0i 1.14891 5mb3 1.04942 5mb3 5GL
5nfc 1.58728 4jc1 1.5000799999999999 4jc1 TDG
2nmo 1.35002 6qgf 1.33691 6qgf J0T
2by5 1.3000200000000002 4abh 1.25001 4abh 7Z3
2by6 1.3000200000000002 4abh 1.25001 4abh 7Z3
2by9 1.3000200000000002 4abh 1.25001 4abh 7Z3
1ab9 1.60005 3vgc 1.67985 3vgc SRB
1hkh 1.7300900000000001 1hl7 1.73003 1hl7 BD1
5ct8 1.28801 5cta 1.24001 5cta BM0
16gs 1.9101099999999998 18gs 1.89041 18gs GDN
16gs 1.9101099999999998 19gs 1.89038 19gs BSP
1lz7 1.65 1r80 1.64969 1r80 UDP
4l63 1.8 4l6t 1.8585900000000002 4l6t SIA
4b4j 1.25004 3ato 1.16745 3ato GEE
1j8a 1.20113 2ah4 1.13001 2ah4 GBS
2x0a 1.52 6ciw 1.42401 6ciw 5dqb
2d6b 1.25032 4bap 1.2071 4bap DCJ
4q9y 1.55 4dz7 1.49086 4dz7 D02
4e5q 1.7024 3r17 1.69698 3r17 5UM
3ah4 1.77837 3aj5 1.7993 3aj5 NGA
1vat 1.60582 4baf 1.50655 4baf IKX
4ngy 1.35041 5b5j 1.26247 5b5j UTX
5lvh 1.54986 5t3f 1.4501700000000002 5t3f SEY
102m 1.84012 5ile 1.761 5ile 6CQ
5la5 1.6996200000000001 1t3p 1.6 1t3p RU7
2hvm 1.79928 1llo 1.8539700000000001 1llo NAA
2xnz 1.59402 3ger 1.56008 3ger 6GU
5b05 1.8001 3txe 1.7001099999999998 3txe MEB
5k2n 1.4012200000000001 4bad 1.3499 4bad HM6
4q9y 1.55 4dz9 1.4909999999999999 4dz9 ID4
5hgn 1.9000700000000001 5hgp 1.8641299999999998 5hgp BHC
4poe 1.04956 4n9v 1.1 4n9v AZA
4poe 1.04956 4n9s 1.06041 4n9s 8HX
4wm2 1.6 4xen 1.54966 4xen NAG
3a71 1.14 3a72 1.04 3a72 AHR
1a01 1.7800900000000002 1g9v 1.85001 1g9v RQ3
2hu3 1.30001 3agi 1.2000600000000001 3agi ARG
1sp5 1.80103 1xl5 1.7283 1xl5 190
1suf 1.15002 5fle 1.22852 5fle 82N
2h68 1.7912700000000001 2h6q 1.8729200000000001 2h6q M3L
5bry 1.33877 5upz 1.2655299999999998 5upz 8HD
1sp5 1.80103 1w5w 1.8055599999999998 1w5w BE4
4fl8 1.19561 6cdj 1.13001 6cdj GR8
1sp5 1.80103 1w5v 1.8012700000000001 1w5v BE3
5hgn 1.9000700000000001 6es8 1.89998 6es8 IHP
4fl8 1.19561 6dv4 1.13849 6dv4 GA5
1sp5 1.80103 2pwc 1.77856 2pwc G3G
5bry 1.33877 3qaa 1.39941 3qaa G04
1sp5 1.80103 1ec0 1.7864900000000001 1ec0 BED
4fl8 1.19561 6dv0 1.19994 6dv0 GA8
1sp5 1.80103 1w5x 1.80663 1w5x BE5
4q7s 1.8002599999999997 2wd3 1.7997299999999998 2wd3 MS4
5bry 1.33877 6e7j 1.29987 6e7j HWY
1sp5 1.80103 1d4i 1.8101099999999999 1d4i BEG
4fl8 1.19561 4zip 1.10943 4zip G64
1sp5 1.80103 1d4h 1.81004 1d4h BEH
4fl8 1.19561 6e9a 1.21878 6e9a J0S
4yt8 1.90208 4yt5 1.9000099999999998 4yt5 H4M
5bry 1.33877 4u8w 1.2998299999999998 4u8w G10
5bry 1.33877 5uov 1.32816 5uov 8FP
1sp5 1.80103 3bgb 1.8986900000000002 3bgb LJG
4fl8 1.19561 5jg1 1.15204 5jg1 6KR
1sp5 1.80103 3bgc 1.80018 3bgc LJH
5bry 1.33877 6cdl 1.2400200000000001 6cdl GR5
3rzy 1.07502 3p6e 1.07972 3p6e ZGC
6gpw 1.60001 4egh 1.6000299999999998 4egh 0OY
3p6c 1.25001 3p6g 1.20001 3p6g IZP
4u6j 1.55807 4u69 1.5984 4u69 Q07
3rzy 1.07502 3p6h 1.15 3p6h IBP
4u76 1.8743599999999998 4u6z 1.7989400000000002 4u6z Q07
3rzy 1.07502 3p6d 1.0596700000000001
3u90 1.87831 3rav 1.9000099999999998 3rav RAV
3p6c 1.25001 3p6f 1.20002 3p6f FBZ
5yuj 1.24791 4ito 1.16182 4ito MPX
4phj 1.60005 4wq2 1.6400099999999997 4wq2 3SU
4q7p 1.65005 3r16 1.59812 3r16 5UN
4q9y 1.55 3mzc 1.4980799999999999 3mzc S6I
5u0f 1.20679 5ekj 1.129 5ekj TG4
3s76 1.60101 3oys 1.53817 3oys OYS
3rcg 0.9700139999999999 3r4g 1.05001 3r4g 4SO
3kok 1.39809 3zp9 1.3100399999999999 3zp9 9TH
3k7k 1.90022 3hku 1.80103 3hku TOR
3r54 1.35 3rck 1.26001 3rck 1FP
1pw2 1.94055 1pxi 1.9431900000000002 1pxi CK1
4q9y 1.55 3p5l 1.49841 3p5l IT5
4q7p 1.65005 3oy0 1.59975 3oy0 OY0
4q7s 1.8002599999999997 3hkn 1.79931 3hkn MFS
4q90 1.54001 5wg7 1.44852 5wg7 AUD
4e5q 1.7024 4rfd 1.63073 4rfd 3O5
2bit 1.71005 3rcl 1.70593 3rcl 5AO
2vva 1.55996 4rn4 1.53 4rn4 3T7
3rcg 0.9700139999999999 4j5e 0.9900059999999999 4j5e 7B7
3r54 1.35 3r56 1.4000299999999999 3r56 6AI
5dsm 1.3007 3l14 1.21651 3l14 I7B
4q7p 1.65005 4zx0 1.5999 4zx0 5L2
2ax2 1.50001 3oim 1.4499 3oim VZ5
4q7p 1.65005 3p3j 1.6021299999999998 3p3j 498
5dso 1.40099 5ekh 1.34 5ekh 5RD
3d93 1.10095 3hs4 1.0917700000000001 3hs4 AZM
3k7k 1.90022 4m2r 1.9931599999999998 4m2r BZ1
5eoi 1.8030000000000002 4xe1 1.8002099999999999 4xe1 IL5
5dso 1.40099 5ekm 1.33 5ekm TG5
5u0f 1.20679 3rj7 1.20038 3rj7 RCS
3qyu 1.5400200000000002 3rci 1.44005 3rci M3I
5y2r 0.9990479999999999 4yxi 0.959083 4yxi 4J8
4q7p 1.65005 3hkq 1.7000099999999998 3hkq 1SD
4q7s 1.8002599999999997 3ml2 1.8000200000000002 3ml2 SU0
2bit 1.71005 3r49 1.77023 3r49 Q8A
5u0f 1.20679 5ehv 1.2084700000000002 5ehv 5ON
3kok 1.39809 5eh8 1.38144 5eh8 5O6
3d92 1.10517 6gdc 1.07875 6gdc FB2
3d92 1.10517 6gm9 1.08945 6gm9 4J8
4q9y 1.55 3qyk 1.46948 3qyk IE2
3r54 1.35 4j5d 1.32006 4j5d 728
3d92 1.10517 4yx4 1.00861 4yx4 FB2
5yuj 1.24791 5byi 1.15 5byi 4WA
3r54 1.35 3rd9 1.40001 3rd9 8NW
2ax2 1.50001 3oku 1.4496200000000001 3oku VZ4
3qyu 1.5400200000000002 4zsc 1.50001 4zsc EA4
4ywp 1.4481600000000001 5wgp 1.52695 5wgp AUD
3kok 1.39809 5ehw 1.39221 5ehw 5OO
1tvh 1.8021 3o3b 1.9001 3o3b GIC
4q9y 1.55 3p58 1.48981 3p58 P58
4q7s 1.8002599999999997 3t83 1.8 3t83 MG5
2bit 1.71005 3r57 1.70628 3r57 N3M
3rcg 0.9700139999999999 4j5c 1.0300200000000002 4j5c 7I6
5nxv 1.09728 4yxu 1.07972 4yxu 4JE
3kok 1.39809 3pyk 1.3000200000000002 3pyk SRX
5yui 1.19929 2eu2 1.14711 2eu2 5DS
3k7k 1.90022 3nb5 1.8009700000000002 3nb5 R21
3d92 1.10517 4yxo 1.05961 4yxo 4JC
2vva 1.55996 3p3h 1.5 3p3h 84A
3r54 1.35 4j58 1.28003 4j58 53Z
1pw2 1.94055 2a0c 1.95003 2a0c CK9
3d92 1.10517 4yyt 1.06948 4yyt 4jlk
4e5q 1.7024 4rfc 1.6450799999999999 4rfc 3O1
2gt9 1.746 3o3d 1.69901 3o3d TIG
4q9y 1.55 4zwy 1.49807 4zwy 4SN
1tvh 1.8021 3o3e 1.84903 3o3e TIG
3qyu 1.5400200000000002 4zsd 1.44966 4zsd 7I6
1tvh 1.8021 3o3a 1.796 3o3a GIC
6f6y 1.41002 6eol 1.50001 6eol BKH
5ipb 1.5500399999999999 5kmb 1.60001 5kmb 6UT
16gs 1.9101099999999998 2gss 1.90002 2gss EAA
5ipb 1.5500399999999999 5kma 1.55003 5kma 777
16gs 1.9101099999999998 9gss 1.98007 9gss GTX
2oxz 1.90005 3rts 1.8136 3rts FAD
5pzu 1.9012200000000001 5pzr 1.9000099999999998 5pzr 93S
16gs 1.9101099999999998 5gss 1.9517200000000001 5gss GSH
2oxz 1.90005 3rtt 1.8153 3rtt KLH
4u76 1.8743599999999998 5yr4 1.82125 5yr4 TN4
3zsl 1.07994 6g0v 1.097 6g0v EGZ
1zcr 1.8021900000000002 3d2t 1.8517099999999997 3d2t 1FL
2h6g 1.8494400000000002 2iej 1.8001 2iej S48
1zcr 1.8021900000000002 3gs4 1.78004 3gs4 7BD
2qgb 1.39962 3esp 1.31061 3esp DZ3
5cnh 1.4189399999999999 5e4o 1.50001 5e4o L57
2qgb 1.39962 2qge 1.45089 2qge 2gz5
3cfm 1.60007 4tqp 1.58002 4tqp 48R
2b3h 1.0993600000000001 2gz5 1.08029 2gz5 MR6
1f41 1.29847 4tqi 1.24892 4tqi 3cn4
2qgb 1.39962 3cn4 1.4007 3cn4 6BD
2qgb 1.39962 3esn 1.34895 3esn 11U
5cnh 1.4189399999999999 5e23 1.41 5e23 2b77
3u9h 1.7499900000000002 3p0q 1.84001 3p0q NNL
5cnh 1.4189399999999999 5e4a 1.32997 5e4a 5JW
1rgh 1.20013 1rge 1.15165 1rge 2GP
2vva 1.55996 5ty9 1.53014 5ty9 7QV
2ax2 1.50001 5ty8 1.4510299999999998 5ty8 7Q1
3kok 1.39809 5vgy 1.39196 5vgy 9AA
2vva 1.55996 5u0g 1.53954 5u0g 7QY
2vvb 1.65898 5ty1 1.59964 5ty1 7QV
5u0f 1.20679 5u0e 1.26752 5u0e 7R4
2cbb 1.6775900000000001 5u0d 1.58751 5u0d 7R7
2vva 1.55996 5tya 1.504 5tya 7QS
3avl 1.8801700000000001 4cf2 1.9500400000000002 4cf2 3GM
3avk 1.7500099999999998 4cf8 1.6500099999999998 4cf8 V7H
3avc 1.7700200000000001 4cer 1.70003 4cer VL4
3avl 1.8801700000000001 4cee 1.8002799999999999 4cee B0T
3avl 1.8801700000000001 4cf0 1.8500299999999998 4cf0 O5U
3avc 1.7700200000000001 4cez 1.70003 4cez O3N
3avl 1.8801700000000001 4cfc 1.9000400000000002 4cfc 7NV
1gpf 1.8482900000000002 1ur8 1.90169 1ur8 GDL
3avc 1.7700200000000001 4ced 1.7503799999999998 4ced 9NS
3avb 1.8501299999999998 4cgg 1.75016 4cgg K5Q
3avl 1.8801700000000001 4ces 1.85 4ces NFW
3avc 1.7700200000000001 4ceb 1.7501799999999998 4ceb 5ocm
3avc 1.7700200000000001 4ceq 1.7000099999999998 4ceq QCH
3o5q 0.9601459999999999 4jfm 1.0240200000000002 4jfm 1KZ
3avl 1.8801700000000001 4ceo 1.9000700000000001 4ceo G0T
2uuq 1.51786 2whf 1.58067 2whf II4
3avc 1.7700200000000001 4cef 1.70002 4cef D0T
3avl 1.8801700000000001 4cfb 1.95003 4cfb OM3
3avc 1.7700200000000001 4cho 1.70003 4cho U2Z
3avc 1.7700200000000001 4cec 1.7502900000000001 4cec 2SS
3avl 1.8801700000000001 4cf1 1.95003 4cf1 IY7
3avl 1.8801700000000001 4cif 1.8000099999999999 4cif JDX
3avc 1.7700200000000001 4cgh 1.7640099999999999 4cgh LOZ
3avl 1.8801700000000001 4cj5 1.9500099999999998 4cj5 4VW
2hu3 1.30001 4n8z 1.20002 4n8z BEN
3avh 1.8800700000000001 4chp 1.9001099999999997 4chp IMV
5um1 1.40032 4qkm 1.44023 4qkm OLB
3dna 1.6994200000000002 3dn8 1.6992 3dn8 IBF
3av9 1.7001099999999998 4cjt 1.71006 4cjt HLR
3ava 1.7001099999999998 4cjt 1.71006 4cjt HLR
3avb 1.8501299999999998 4ck2 1.85017 4ck2 NVU
3avc 1.7700200000000001 4cju 1.69997 4cju JNS
3avl 1.8801700000000001 4cjw 1.9500099999999998 4cjw CBJ
1pvf 1.7800099999999999 1x84 1.77636 1x84 SBH
3avc 1.7700200000000001 4ck1 1.7500799999999999 4ck1 OM1
188l 1.7873299999999999 3dn3 1.7994 3dn3 IBF
3avc 1.7700200000000001 4ovl 1.7 4ovl 1TD
2yav 1.70117 2yax 1.80003 2yax 1wnz
5j51 1.6650200000000002 4r6n 1.672 4r6n MBG
2blw 1.20005 5f6m 1.10005 5f6m BEN
5j51 1.6650200000000002 4r6p 1.7000099999999998 4r6p ZZ1
3kel 1.80003 4h4c 1.8000200000000002 4h4c 10D
4r6q 1.6 4r6o 1.6000299999999998 4r6o ZZ1
